Start Index,End Index,Total Duration,Total Return [%],Annualized Return [%],Annualized Volatility [%],Max Drawdown [%],Max Drawdown Duration,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk
2021-01-01 04:00:00,2024-06-02,1248 days,21.960093931795612,5.978051054397571,12.847333902931036,19.459947243012284,507 days,0.515737636143896,0.3071977009878164,1.1240716043669534,0.832403149397864,3.90412593705057,114.4443886085626,,,0.0
