,Start Index,End Index,Total Duration,Start Value,Min Value,Max Value,End Value,Total Return [%],Benchmark Return [%],Position Coverage [%],Max Gross Exposure [%],Max Drawdown [%],Max Drawdown Duration,Total Orders,Total Fees Paid,Total Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio
0,2024-10-19 05:00:00+00:00,2025-04-17 04:00:00+00:00,180 days,3000.0,2636.818506614386,3718.791228510035,2636.8185066143856,-12.10604977952048,23.07876241233606,23.26388888888889,107.0250509890081,29.09474222700989,147 days 16:00:00,36,122.65405489268609,19,21.052631578947366,9.680164917541282,-4.145500837196246,6.234604188887213,-2.4234869174627924,5 days 02:00:00,1 days 10:28:00,0.6875462770337433,-19.1148154413481,-0.8189163691850785,-0.791309589063975,0.9487645403741185,-1.1146276172169793
