,Start Index,End Index,Total Duration,Start Value,Min Value,Max Value,End Value,Total Return [%],Benchmark Return [%],Position Coverage [%],Max Gross Exposure [%],Max Drawdown [%],Max Drawdown Duration,Total Orders,Total Fees Paid,Total Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio
0,2024-04-21 06:00:00+00:00,2024-07-20 05:00:00+00:00,90 days,3000.0,2963.305920631752,3083.0990244206514,3015.422492207267,0.5140830735755799,2.294939191502543,11.203703703703702,26.509900611300065,2.1950813670702956,15 days 02:00:00,2,1.4823451626301023,1,100.0,2.057360974789723,2.057360974789723,2.057360974789723,,10 days 02:00:00,,inf,15.42249220726746,0.462423031340307,0.9572880063796327,1.0457735158982473,0.671999451237462
