,Start Index,End Index,Total Duration,Start Value,Min Value,Max Value,End Value,Total Return [%],Benchmark Return [%],Position Coverage [%],Max Gross Exposure [%],Max Drawdown [%],Max Drawdown Duration,Total Orders,Total Fees Paid,Total Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio
0,2021-01-01 06:00:00,2025-04-16 18:00:00,1566 days 09:00:00,3000.0,2879.762558170203,4185.245157624733,4104.341706594894,36.811390219829825,188.3706404268513,37.22501529540074,29.625865288580727,7.020530399687244,446 days 16:00:00,217,225.53373744766157,150,36.666666666666664,26.189701441771106,-5.310157578789373,5.9757822843747155,-1.9100801504930023,6 days 22:04:21.818181818,2 days 03:09:28.421052631,1.8114723585143278,7.362278043965963,1.300130903867353,1.079265503852527,1.078650718963422,1.9535691625094322
