strategy,metric,best_score,total_return_pct,max_drawdown_pct,win_rate_pct,num_trades,sharpe_ratio,sortino_ratio,best_params,error
StochSMA,Sharpe Ratio,0.3001,54.3278,19.0370,51.9084,131,0.3001,0.4698,"{""stoch_k"": 5, ""stoch_d"": 4, ""stoch_lower_th"": 35, ""stoch_upper_th"": 75}",
