Start Index,End Index,Total Duration,Total Return [%],Annualized Return [%],Annualized Volatility [%],Max Drawdown [%],Max Drawdown Duration,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk
2021-01-01 04:00:00,2024-06-02,1248 days,-17.16152560875993,-5.357651686337695,16.13143268982153,28.75027332500755,660 days 16:00:00,-0.2610548752563503,-0.18635133049943928,0.9448545301676394,-0.38745180076612445,2.1509755682122957,92.99984421578965,0.0,0.0,-0.00033627520160958843
